timestamp;value;is_anomaly
10;0.057019342;0
20;0.109353013;0
30;0.039230563;0
40;0.065057859;0
50;-0.059706099;0
60;0.094024956;0
70;0.024090059;0
80;0.223610759;0
90;0.168016002;0
100;0.07303898;0
110;0.102079153;0
120;0.142911032;0
130;0.04948575;0
140;0.060742542;0
150;0.080410272;0
160;0.186408415;0
170;0.186408415;0
180;0.156273589;0
190;0.14199847;0
200;0.129939273;0
210;0.21849519;0
220;0.180478543;0
230;0.191174135;0
240;0.236887544;0
250;0.309047401;0
260;0.309047401;0
270;0.289903462;0
280;0.28007251;0
290;0.231078804;0
300;0.198499277;0
310;0.232504249;0
320;0.296001732;0
330;0.302852929;0
340;0.269808382;0
350;0.282710761;0
360;0.302636236;0
370;0.35784927;0
380;0.367442161;0
390;0.406916261;0
400;0.337208569;0
410;0.35514918;0
420;0.377653062;0
430;0.495700717;0
440;0.440343767;0
450;0.3987014;0
460;0.482865274;0
470;0.480055183;0
480;0.521194339;0
490;0.480005085;0
500;0.41012767;0
510;0.41012767;0
520;0.517242193;0
530;0.517242193;0
540;0.506345153;0
550;0.578059614;0
560;0.543284595;0
570;0.559824884;0
580;0.587394059;0
590;0.55243206;0
600;0.477766365;0
610;0.537054598;0
620;0.648900032;0
630;0.559066296;0
640;0.685990036;0
650;0.71460408;0
660;0.612827241;0
670;0.525970459;0
680;0.701950967;0
690;0.713831365;0
700;0.652895749;0
710;0.631111741;0
720;0.840865195;0
730;0.840865195;0
740;0.684726059;0
750;0.6708318;0
760;0.874121428;0
770;0.750580728;0
780;0.70888257;0
790;0.721748114;0
800;0.747026145;0
810;0.920655251;0
820;0.801236451;0
830;0.785045922;0
840;0.797712386;0
850;0.939436913;0
860;0.82286036;0
870;0.82286036;0
880;0.949237525;0
890;0.860271156;0
900;0.954813898;0
910;0.946602523;0
920;0.897699237;0
930;0.982269883;0
940;0.982269883;0
950;0.896396995;0
960;0.97586447;0
970;0.984315455;0
980;1.014261127;0
990;0.97650075;0
1000;0.935760081;0
1010;0.044340614;0
1020;-0.029703243;0
1030;0.063614324;0
1040;-0.085642114;0
1050;0.103190444;0
1060;0.12451461;0
1070;0.129474998;0
1080;0.016993634;0
1090;0.115695909;0
1100;0.175529301;0
1110;0.180773899;0
1120;0.098811433;0
1130;0.185879722;0
1140;0.1319132;0
1150;0.107109025;0
1160;0.272145331;0
1170;0.185138613;0
1180;0.22139439;0
1190;0.165063217;0
1200;0.298340499;0
1210;0.191549584;0
1220;0.256244659;0
1230;0.379618883;0
1240;0.130508989;0
1250;0.288419962;0
1260;0.142121524;0
1270;0.152865142;0
1280;0.289027661;0
1290;0.389614135;0
1300;0.201978281;0
1310;0.284335375;0
1320;0.400143683;0
1330;0.271289885;0
1340;0.421981335;0
1350;0.411607623;0
1360;0.406508088;0
1370;0.362217605;0
1380;0.424147427;0
1390;0.293944359;0
1400;0.415549308;0
1410;0.438094497;0
1420;0.438684911;0
1430;0.611016333;0
1440;0.452556908;0
1450;0.449523151;0
1460;0.572535753;0
1470;0.437770635;0
1480;0.447891265;0
1490;0.540802538;0
1500;0.540914297;0
1510;0.548640072;0
1520;0.571490765;0
1530;0.595208287;0
1540;0.591742516;0
1550;0.585351646;0
1560;0.581390381;0
1570;0.586723328;0
1580;0.547269821;0
1590;0.365016222;0
1600;0.571321309;0
1610;0.729786456;0
1620;0.716130018;0
1630;0.547399282;0
1640;0.703662157;0
1650;0.613125265;0
1660;0.716477513;0
1670;0.672588646;0
1680;0.692371726;0
1690;0.692419767;0
1700;0.716172099;0
1710;0.485957205;0
1720;0.716651082;0
1730;0.790866494;0
1740;0.674665809;0
1750;0.783976316;0
1760;0.821266174;0
1770;0.823462129;0
1780;0.839210749;0
1790;0.75992775;0
1800;0.737133503;0
1810;0.868961096;0
1820;0.86085093;0
1830;0.823684156;0
1840;0.87974906;0
1850;0.771939516;0
1860;0.804499924;0
1870;0.842476845;0
1880;0.885548413;0
1890;0.88861239;0
1900;0.90847075;0
1910;0.946540296;0
1920;0.875233591;0
1930;0.871382654;0
1940;0.879404008;0
1950;0.931206405;0
1960;0.919579268;0
1970;2.974521637;1
1980;0.973689497;0
1990;0.968634784;0
2000;1.023576975;0
2010;-0.00644688;0
2020;0.00998334;0
2030;0.071138643;0
2040;0.127335861;0
2050;0.04526734;0
2060;0.157984689;0
2070;0.096079305;0
2080;0.117404677;0
2090;0.017707013;0
2100;0.188822716;0
2110;0.122949369;0
2120;0.100262389;0
2130;0.110311583;0
2140;0.094225109;0
2150;0.010567248;0
2160;0.167486578;0
2170;0.241383538;0
2180;0.131544009;0
2190;0.177450314;0
2200;0.275186598;0
2210;0.177450135;0
2220;0.114478551;0
2230;0.339773834;0
2240;0.324979186;0
2250;0.328426778;0
2260;0.348382533;0
2270;0.341479242;0
2280;0.365380615;0
2290;0.260068208;0
2300;0.355436504;0
2310;0.251101851;0
2320;0.344494492;0
2330;0.367698014;0
2340;0.325730145;0
2350;0.322162032;0
2360;0.366741776;0
2370;0.385517955;0
2380;0.428318053;0
2390;0.305062681;0
2400;0.402390301;0
2410;0.493201315;0
2420;0.484971941;0
2430;0.481415391;0
2440;0.431571186;0
2450;0.468888551;0
2460;0.459234685;0
2470;0.501289189;0
2480;0.413021594;0
2490;0.541814148;0
2500;0.58491838;0
2510;0.558746934;0
2520;0.570337355;0
2530;0.567279577;0
2540;0.568635881;0
2550;0.545728624;0
2560;0.637935281;0
2570;0.674435019;0
2580;0.537471116;0
2590;0.580444157;0
2600;0.589602888;0
2610;0.626083553;0
2620;0.599045634;0
2630;0.737036705;0
2640;0.659119368;0
2650;0.609309673;0
2660;0.587480009;0
2670;0.621723473;0
2680;0.613716543;0
2690;0.686900496;0
2700;0.730724871;0
2710;0.67967546;0
2720;0.775174201;0
2730;0.773115098;0
2740;0.776763499;0
2750;0.783878565;0
2760;0.798495293;0
2770;0.768218219;0
2780;0.806161702;0
2790;0.84535563;0
2800;0.845020592;0
2810;0.829117417;0
2820;0.897998452;0
2830;0.784699678;0
2840;0.852552533;0
2850;0.791285694;0
2860;0.841575623;0
2870;0.861397386;0
2880;0.885364711;0
2890;0.970778584;0
2900;0.957982659;0
2910;0.912242591;0
2920;0.967953324;0
2930;0.783830881;0
2940;0.964746654;0
2950;0.949672043;0
2960;0.983955622;0
2970;0.968499601;0
2980;0.95385623;0
2990;1.084361553;0
3000;0.025720395;0
3010;-0.063369378;0
3020;0.10855978;0
3030;0.05813244;0
3040;0.107896708;0
3050;0.107065037;0
3060;0.054532059;0
3070;-0.002534196;0
3080;0.10849151;0
3090;0.12984708;0
3100;0.15224351;0
3110;0.112378567;0
3120;0.080674022;0
3130;0.05981119;0
3140;0.149152264;0
3150;0.315656751;0
3160;0.311754405;0
3170;0.086894982;0
3180;0.151316226;0
3190;0.308263242;0
3200;0.24384743;0
3210;0.180261523;0
3220;0.132685274;0
3230;0.132685274;0
3240;0.265575856;0
3250;0.206538007;0
3260;0.306808084;0
3270;0.212288573;0
3280;0.307658106;0
3290;0.308716238;0
3300;0.245255142;0
3310;0.382454693;0
3320;0.267347276;0
3330;0.356317192;0
3340;0.32235992;0
3350;0.32235992;0
3360;0.357471645;0
3370;0.444652677;0
3380;0.43437016;0
3390;0.350353062;0
3400;0.357824713;0
3410;0.429136097;0
3420;0.375095248;0
3430;0.439167321;0
3440;0.332417697;0
3450;0.488829911;0
3460;0.416977197;0
3470;0.449383557;0
3480;0.646584809;0
3490;0.646584809;0
3500;0.626125813;0
3510;0.492725521;0
3520;0.495354146;0
3530;0.537172675;0
3540;0.532301545;0
3550;0.431707054;0
3560;0.487217695;0
3570;0.487217695;0
3580;0.562590778;0
3590;0.629792929;0
3600;0.68718785;0
3610;0.482107699;0
3620;0.620686114;0
3630;-0.94908154;1
3640;0.715857983;0
3650;0.645400226;0
3660;0.615654409;0
3670;0.643303037;0
3680;0.635992646;0
3690;0.635992646;0
3700;0.763055205;0
3710;0.713247359;0
3720;0.747079074;0
3730;0.703675508;0
3740;0.773583412;0
3750;0.837679625;0
3760;0.800763488;0
3770;0.848908961;0
3780;0.781652033;0
3790;0.781652033;0
3800;0.872412145;0
3810;0.882474244;0
3820;0.815224707;0
3830;0.803685367;0
3840;0.836707532;0
3850;0.859736443;0
3860;0.923578441;0
3870;0.930167556;0
3880;1.01472342;0
3890;0.86307168;0
3900;0.971799493;0
3910;0.958557546;0
3920;0.945224226;0
3930;0.969162822;0
3940;0.916404605;0
3950;0.982990146;0
3960;0.940469086;0
3970;0.991377175;0
3980;0.961617887;0
3990;0.920703709;0
4000;0.085045487;0
4010;0.085045487;0
4020;0.040736899;0
4030;0.151368767;0
4040;0.167638868;0
4050;0.043748826;0
4060;0.168771803;0
4070;0.107081383;0
4080;0.232939124;0
4090;0.062279195;0
4100;0.14647302;0
4110;0.050198499;0
4120;-0.095045485;0
4130;0.180637702;0
4140;0.137579039;0
4150;0.181716487;0
4160;0.132268369;0
4170;0.206379771;0
4180;0.194873571;0
4190;0.185379133;0
4200;0.218320385;0
4210;0.098481245;0
4220;0.199373722;0
4230;0.238878012;0
4240;0.206777066;0
4250;0.215675533;0
4260;0.197760522;0
4270;0.306919932;0
4280;0.312763482;0
4290;0.254861355;0
4300;0.305082858;0
4310;0.236536205;0
4320;0.337704837;0
4330;0.339874893;0
4340;0.400626451;0
4350;0.398789763;0
4360;0.388804018;0
4370;0.287797511;0
4380;0.436454594;0
4390;0.346694231;0
4400;0.465605259;0
4410;0.430099696;0
4420;-1.294131756;1
4430;0.456852764;0
4440;0.429395199;0
4450;0.448355824;0
4460;0.434551954;0
4470;0.549399197;0
4480;0.407255441;0
4490;0.493688077;0
4500;0.437684953;0
4510;0.561707377;0
4520;0.524573326;0
4530;0.475930452;0
4540;0.674630642;0
4550;0.655563951;0
4560;0.616672397;0
4570;0.68957448;0
4580;0.603206515;0
4590;0.717392325;0
4600;0.668819368;0
4610;0.704612195;0
4620;0.575188458;0
4630;0.689481318;0
4640;0.605138421;0
4650;0.631796956;0
4660;0.559271753;0
4670;0.751521587;0
4680;0.595525265;0
4690;0.628241241;0
4700;0.599099398;0
4710;0.739785016;0
4720;0.732141197;0
4730;0.784035563;0
4740;0.823971629;0
4750;0.666800857;0
4760;0.747701406;0
4770;0.827938735;0
4780;1.052118659;0
4790;0.8338027;0
4800;0.778522313;0
4810;0.689017057;0
4820;0.744803309;0
4830;0.875870764;0
4840;0.748680592;0
4850;0.895899594;0
4860;0.783978581;0
4870;0.795457542;0
4880;0.805626154;0
4890;0.834746242;0
4900;0.754949808;0
4910;0.890076518;0
4920;0.846391916;0
4930;0.856623411;0
4940;0.847311497;0
4950;0.877084732;0
4960;0.946699798;0
4970;0.926530182;0
4980;0.977528572;0
4990;-0.081857294;0
5000;0.00364876;0
5010;0.030380866;0
5020;0.024499564;0
5030;0.014913734;0
5040;0.148274288;0
5050;0.097077683;0
5060;0.062318951;0
5070;0.178230673;0
5080;0.099220827;0
5090;0.117477342;0
5100;0.123554654;0
5110;0.14776352;0
5120;0.166930348;0
5130;0.223167732;0
5140;0.204569086;0
5150;0.211088583;0
5160;0.244227618;0
5170;0.198768318;0
5180;0.165989816;0
5190;0.260165542;0
5200;0.225381285;0
5210;0.08790943;0
5220;0.290970862;0
5230;0.251450509;0
5240;0.307820112;0
5250;0.274241716;0
5260;0.277617097;0
5270;0.330927253;0
5280;0.344248921;0
5290;0.302657366;0
5300;0.423755258;0
5310;0.322700381;0
5320;0.359948456;0
5330;0.365357131;0
5340;0.349555403;0
5350;0.317334861;0
5360;0.367619395;0
5370;0.315518588;0
5380;0.464564472;0
5390;0.45622462;0
5400;0.383436471;0
5410;0.410032421;0
5420;0.52773577;0
5430;0.442736924;0
5440;0.441339642;0
5450;0.558346689;0
5460;0.442815125;0
5470;0.444227666;0
5480;0.557183504;0
5490;0.451431453;0
5500;0.45605278;0
5510;0.557328701;0
5520;0.467814535;0
5530;0.54017067;0
5540;0.504135549;0
5550;0.512776911;0
5560;0.611237049;0
5570;0.608191967;0
5580;0.544789135;0
5590;0.498663872;0
5600;0.631922126;0
5610;0.576767802;0
5620;0.64806366;0
5630;0.5504601;0
5640;0.608825862;0
5650;0.591083467;0
5660;0.614511073;0
5670;0.780806005;0
5680;0.651563942;0
5690;0.729545832;0
5700;0.707129419;0
5710;0.728496969;0
5720;0.735849023;0
5730;0.75105828;0
5740;0.781614482;0
5750;0.696782708;0
5760;0.810924947;0
5770;0.941439092;0
5780;0.90603441;0
5790;0.773668706;0
5800;0.92046088;0
5810;0.659828663;0
5820;0.673956215;0
5830;0.871247888;0
5840;0.699634552;0
5850;2.285461187;1
5860;0.953483522;0
5870;0.974665284;0
5880;0.748853028;0
5890;1.013027549;0
5900;1.024741411;0
5910;0.783703327;0
5920;0.898668647;0
5930;1.033237696;0
5940;1.063037157;0
5950;0.829627454;0
5960;0.84112525;0
5970;1.083930373;0
5980;-0.045405224;0
5990;0.091761813;0
6000;0.100119397;0
6010;0.10424763;0
6020;0.1160262;0
6030;0.112456016;0
6040;0.196047828;0
6050;0.072759941;0
6060;-0.00257948;0
6070;0.071536168;0
6080;0.130380005;0
6090;0.031659566;0
6100;0.050121658;0
6110;0.191795081;0
6120;0.066963099;0
6130;0.218892962;0
6140;0.092385054;0
6150;0.104686566;0
6160;0.238126159;0
6170;0.177752525;0
6180;0.231920362;0
6190;0.154487789;0
6200;0.167264745;0
6210;0.236324251;0
6220;0.192564622;0
6230;0.284877867;0
6240;0.212407589;0
6250;0.295933306;0
6260;0.236892968;0
6270;0.265613586;0
6280;0.261938959;0
6290;0.328325272;0
6300;0.375088811;0
6310;0.327830106;0
6320;0.321470112;0
6330;0.271881163;0
6340;0.359377474;0
6350;0.307187349;0
6360;0.327824593;0
6370;0.403291374;0
6380;0.395930409;0
6390;0.390075415;0
6400;0.445372581;0
6410;0.571439326;0
6420;0.44636482;0
6430;0.40221262;0
6440;0.467031837;0
6450;0.432875007;0
6460;0.602210999;0
6470;0.614021897;0
6480;0.538830757;0
6490;0.494766414;0
6500;0.532569051;0
6510;0.555487514;0
6520;0.535376549;0
6530;0.511121392;0
6540;0.477302432;0
6550;0.709743381;0
6560;0.5831182;0
6570;0.631863952;0
6580;0.583309531;0
6590;0.763878286;0
6600;0.665462315;0
6610;0.620276392;0
6620;0.641879439;0
6630;0.644017935;0
6640;0.611923158;0
6650;0.707469523;0
6660;0.714069128;0
6670;0.647743106;0
6680;0.705801725;0
6690;0.774042845;0
6700;0.730677962;0
6710;0.751660347;0
6720;0.584499478;0
6730;0.830097675;0
6740;0.850378156;0
6750;0.772482753;0
6760;0.772482753;0
6770;0.842986047;0
6780;0.904823422;0
6790;0.808776617;0
6800;0.664748192;0
6810;0.847889245;0
6820;0.903266609;0
6830;0.913885236;0
6840;0.864600897;0
6850;0.864600897;0
6860;0.943758667;0
6870;0.882359982;0
6880;0.939867198;0
6890;0.974607825;0
6900;0.885822594;0
6910;0.892105877;0
6920;1.073861957;0
6930;1.084914923;0
6940;1.006417871;0
6950;0.923206449;0
6960;1.029013753;0
6970;-0.055090029;0
6980;-0.020449376;0
6990;0.008935429;0
7000;0.072616354;0
7010;0.072616354;0
7020;0.013078015;0
7030;0.105154008;0
7040;0.105154008;0
7050;0.084386647;0
7060;-0.014190815;0
7070;-0.014190815;0
7080;0.235879287;0
7090;0.235879287;0
7100;0.116655812;0
7110;0.133505121;0
7120;0.150066972;0
7130;0.211600572;0
7140;0.164520383;0
7150;0.196746752;0
7160;0.263404369;0
7170;0.283453822;0
7180;0.129802108;0
7190;0.096245147;0
7200;0.346703142;0
7210;0.327955842;0
7220;0.331381738;0
7230;0.326200247;0
7240;0.333319485;0
7250;0.281119347;0
7260;0.254675746;0
7270;0.148212612;0
7280;0.327598929;0
7290;0.301233679;0
7300;0.351360768;0
7310;0.442340493;0
7320;0.361764163;0
7330;0.478464514;0
7340;0.339918047;0
7350;0.235244989;0
7360;0.508757591;0
7370;0.266684294;0
7380;0.283716589;0
7390;0.431687087;0
7400;0.406882614;0
7410;0.418807924;0
7420;0.472852051;0
7430;0.443494707;0
7440;0.416525453;0
7450;0.376459271;0
